event,Source,SensorID,SensorName,event_utc,event_datetime_est,event_end_utc,event_end_datetime_est,gap_minutes,reading_type,reading_value,threshold_min,threshold_max,detected_utc,detected_datetime_est
DATA_GAP,Conserv,conserv:unknown:c010405:Temperature,c010405 - Temperature,1764569030,2025-12-01 01:03:50 EST,1764570830,2025-12-01 01:33:50 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010405:Temperature,c010405 - Temperature,1764659030,2025-12-02 02:03:50 EST,1764660830,2025-12-02 02:33:50 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010405:Temperature,c010405 - Temperature,1764690529,2025-12-02 10:48:49 EST,1764692329,2025-12-02 11:18:49 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:RH,c010407 - RH,1764202673,2025-11-26 19:17:53 EST,1764204473,2025-11-26 19:47:53 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:RH,c010407 - RH,1764225173,2025-11-27 01:32:53 EST,1764226973,2025-11-27 02:02:53 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:RH,c010407 - RH,1764611274,2025-12-01 12:47:54 EST,1764613974,2025-12-01 13:32:54 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:RH,c010407 - RH,1764690475,2025-12-02 10:47:55 EST,1764692274,2025-12-02 11:17:54 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:Temperature,c010407 - Temperature,1764202673,2025-11-26 19:17:53 EST,1764204473,2025-11-26 19:47:53 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:Temperature,c010407 - Temperature,1764225173,2025-11-27 01:32:53 EST,1764226973,2025-11-27 02:02:53 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:Temperature,c010407 - Temperature,1764611274,2025-12-01 12:47:54 EST,1764613974,2025-12-01 13:32:54 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010407:Temperature,c010407 - Temperature,1764690475,2025-12-02 10:47:55 EST,1764692274,2025-12-02 11:17:54 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764171082,2025-11-26 10:31:22 EST,1764172882,2025-11-26 11:01:22 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764451880,2025-11-29 16:31:20 EST,1764453680,2025-11-29 17:01:20 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764513079,2025-11-30 09:31:19 EST,1764514879,2025-11-30 10:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764526579,2025-11-30 13:16:19 EST,1764528379,2025-11-30 13:46:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764540079,2025-11-30 17:01:19 EST,1764541879,2025-11-30 17:31:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764545479,2025-11-30 18:31:19 EST,1764547279,2025-11-30 19:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764556279,2025-11-30 21:31:19 EST,1764558079,2025-11-30 22:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764588680,2025-12-01 06:31:20 EST,1764590479,2025-12-01 07:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:RH,c010410 - RH,1764608479,2025-12-01 12:01:19 EST,1764610279,2025-12-01 12:31:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764171082,2025-11-26 10:31:22 EST,1764172882,2025-11-26 11:01:22 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764451880,2025-11-29 16:31:20 EST,1764453680,2025-11-29 17:01:20 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764513079,2025-11-30 09:31:19 EST,1764514879,2025-11-30 10:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764526579,2025-11-30 13:16:19 EST,1764528379,2025-11-30 13:46:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764540079,2025-11-30 17:01:19 EST,1764541879,2025-11-30 17:31:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764545479,2025-11-30 18:31:19 EST,1764547279,2025-11-30 19:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764556279,2025-11-30 21:31:19 EST,1764558079,2025-11-30 22:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764588680,2025-12-01 06:31:20 EST,1764590479,2025-12-01 07:01:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010410:Temperature,c010410 - Temperature,1764608479,2025-12-01 12:01:19 EST,1764610279,2025-12-01 12:31:19 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764091537,2025-11-25 12:25:37 EST,1764094237,2025-11-25 13:10:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764094237,2025-11-25 13:10:37 EST,1764098737,2025-11-25 14:25:37 EST,75.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764099637,2025-11-25 14:40:37 EST,1764102337,2025-11-25 15:25:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764123936,2025-11-25 21:25:36 EST,1764125737,2025-11-25 21:55:37 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764125737,2025-11-25 21:55:37 EST,1764127537,2025-11-25 22:25:37 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764129337,2025-11-25 22:55:37 EST,1764132037,2025-11-25 23:40:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764138336,2025-11-26 01:25:36 EST,1764140136,2025-11-26 01:55:36 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764315635,2025-11-28 02:40:35 EST,1764317435,2025-11-28 03:10:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764335435,2025-11-28 08:10:35 EST,1764337235,2025-11-28 08:40:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764392135,2025-11-28 23:55:35 EST,1764393935,2025-11-29 00:25:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764407435,2025-11-29 04:10:35 EST,1764409235,2025-11-29 04:40:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764429934,2025-11-29 10:25:34 EST,1764432634,2025-11-29 11:10:34 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764528034,2025-11-30 13:40:34 EST,1764529834,2025-11-30 14:10:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764538834,2025-11-30 16:40:34 EST,1764542434,2025-11-30 17:40:34 EST,60.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764545140,2025-11-30 18:25:40 EST,1764546934,2025-11-30 18:55:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764565834,2025-12-01 00:10:34 EST,1764567634,2025-12-01 00:40:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764579333,2025-12-01 03:55:33 EST,1764581134,2025-12-01 04:25:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:RH,c010423 - RH,1764590134,2025-12-01 06:55:34 EST,1764591934,2025-12-01 07:25:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764091537,2025-11-25 12:25:37 EST,1764094237,2025-11-25 13:10:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764094237,2025-11-25 13:10:37 EST,1764098737,2025-11-25 14:25:37 EST,75.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764099637,2025-11-25 14:40:37 EST,1764102337,2025-11-25 15:25:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764123936,2025-11-25 21:25:36 EST,1764125737,2025-11-25 21:55:37 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764125737,2025-11-25 21:55:37 EST,1764127537,2025-11-25 22:25:37 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764129337,2025-11-25 22:55:37 EST,1764132037,2025-11-25 23:40:37 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764138336,2025-11-26 01:25:36 EST,1764140136,2025-11-26 01:55:36 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764315635,2025-11-28 02:40:35 EST,1764317435,2025-11-28 03:10:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764335435,2025-11-28 08:10:35 EST,1764337235,2025-11-28 08:40:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764392135,2025-11-28 23:55:35 EST,1764393935,2025-11-29 00:25:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764407435,2025-11-29 04:10:35 EST,1764409235,2025-11-29 04:40:35 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764429934,2025-11-29 10:25:34 EST,1764432634,2025-11-29 11:10:34 EST,45.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764528034,2025-11-30 13:40:34 EST,1764529834,2025-11-30 14:10:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764538834,2025-11-30 16:40:34 EST,1764542434,2025-11-30 17:40:34 EST,60.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764545140,2025-11-30 18:25:40 EST,1764546934,2025-11-30 18:55:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764565834,2025-12-01 00:10:34 EST,1764567634,2025-12-01 00:40:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764579333,2025-12-01 03:55:33 EST,1764581134,2025-12-01 04:25:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Conserv,conserv:unknown:c010423:Temperature,c010423 - Temperature,1764590134,2025-12-01 06:55:34 EST,1764591934,2025-12-01 07:25:34 EST,30.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Coris,coris:31358,YUAG Temp BB42,1764078261,2025-11-25 08:44:21 EST,1764086523,2025-11-25 11:02:03 EST,138.0,,,,,1764692431,2025-12-02 11:20:31 EST
DATA_GAP,Coris,coris:31364,YUAG RH BB42,1764078261,2025-11-25 08:44:21 EST,1764086523,2025-11-25 11:02:03 EST,138.0,,,,,1764692431,2025-12-02 11:20:31 EST
